GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
0500000US15007,15007,"Kauai County, Hawaii",67091
0500000US15009,15009,"Maui County, Hawaii",154834
0500000US16001,16001,"Ada County, Idaho",392365
0500000US16003,16003,"Adams County, Idaho",3976
0500000US16005,16005,"Bannock County, Idaho",82839
0500000US16007,16007,"Bear Lake County, Idaho",5986
0500000US16009,16009,"Benewah County, Idaho",9285
0500000US16011,16011,"Bingham County, Idaho",45607
0500000US16013,16013,"Blaine County, Idaho",21376
0500000US16015,16015,"Boise County, Idaho",7028
0500000US16017,16017,"Bonner County, Idaho",40877
0500000US16019,16019,"Bonneville County, Idaho",104234(r39020)
0500000US16021,16021,"Boundary County, Idaho",10972
0500000US16023,16023,"Butte County, Idaho",2891
0500000US16025,16025,"Camas County, Idaho",1117
0500000US16027,16027,"Canyon County, Idaho",188923
0500000US16029,16029,"Caribou County, Idaho",6963
0500000US16031,16031,"Cassia County, Idaho",22952
0500000US16033,16033,"Clark County, Idaho",982
0500000US16035,16035,"Clearwater County, Idaho",8761
0500000US16037,16037,"Custer County, Idaho",4368
0500000US16039,16039,"Elmore County, Idaho",27038
0500000US16041,16041,"Franklin County, Idaho",12786
0500000US16043,16043,"Fremont County, Idaho",13242
0500000US16045,16045,"Gem County, Idaho",16719
0500000US16047,16047,"Gooding County, Idaho",15464
0500000US16049,16049,"Idaho County, Idaho",16267
0500000US16051,16051,"Jefferson County, Idaho",26140
0500000US16053,16053,"Jerome County, Idaho",22374
0500000US16055,16055,"Kootenai County, Idaho",138494
0500000US16057,16057,"Latah County, Idaho",37244
0500000US16059,16059,"Lemhi County, Idaho",7936
0500000US16061,16061,"Lewis County, Idaho",3821
0500000US16063,16063,"Lincoln County, Idaho",5208
0500000US16065,16065,"Madison County, Idaho",37536
0500000US16067,16067,"Minidoka County, Idaho",20069
0500000US16069,16069,"Nez Perce County, Idaho",39265
0500000US16071,16071,"Oneida County, Idaho",4286
0500000US16073,16073,"Owyhee County, Idaho",11526
0500000US16075,16075,"Payette County, Idaho",22623
0500000US16077,16077,"Power County, Idaho",7817
0500000US16079,16079,"Shoshone County, Idaho",12765
0500000US16081,16081,"Teton County, Idaho",10170
0500000US16083,16083,"Twin Falls County, Idaho",77230
0500000US16085,16085,"Valley County, Idaho",9862
0500000US16087,16087,"Washington County, Idaho",10198
0500000US17001,17001,"Adams County, Illinois",67103
0500000US17003,17003,"Alexander County, Illinois",8238
0500000US17005,17005,"Bond County, Illinois",17768
0500000US17007,17007,"Boone County, Illinois",54165
0500000US17009,17009,"Brown County, Illinois",6937
0500000US17011,17011,"Bureau County, Illinois",34978
0500000US17013,17013,"Calhoun County, Illinois",5089
0500000US17015,17015,"Carroll County, Illinois",15387
0500000US17017,17017,"Cass County, Illinois",13642
0500000US17019,17019,"Champaign County, Illinois",201081
0500000US17021,17021,"Christian County, Illinois",34800
0500000US17023,17023,"Clark County, Illinois",16335
0500000US17025,17025,"Clay County, Illinois",13815
0500000US17027,17027,"Clinton County, Illinois",37762
0500000US17029,17029,"Coles County, Illinois",53873
0500000US17031,17031,"Cook County, Illinois",5194675
0500000US17033,17033,"Crawford County, Illinois",19817
0500000US17035,17035,"Cumberland County, Illinois",11048
0500000US17037,17037,"DeKalb County, Illinois",105160
0500000US17039,17039,"De Witt County, Illinois",16561
0500000US17041,17041,"Douglas County, Illinois",19980
0500000US17043,17043,"DuPage County, Illinois",916924
0500000US17045,17045,"Edgar County, Illinois",18576
0500000US17047,17047,"Edwards County, Illinois",6721
0500000US17049,17049,"Effingham County, Illinois",34242
0500000US17051,17051,"Fayette County, Illinois",22140
0500000US17053,17053,"Ford County, Illinois",14081
0500000US17055,17055,"Franklin County, Illinois",39561
0500000US17057,17057,"Fulton County, Illinois",37069
0500000US17059,17059,"Gallatin County, Illinois",5589
0500000US17061,17061,"Greene County, Illinois",13886
0500000US17063,17063,"Grundy County, Illinois",50063
0500000US17065,17065,"Hamilton County, Illinois",8457
0500000US17067,17067,"Hancock County, Illinois",19104
0500000US17069,17069,"Hardin County, Illinois",4320
0500000US17071,17071,"Henderson County, Illinois",7331
0500000US17073,17073,"Henry County, Illinois",50486
0500000US17075,17075,"Iroquois County, Illinois",29718
0500000US17077,17077,"Jackson County, Illinois",60218
0500000US17079,17079,"Jasper County, Illinois",9698
0500000US17081,17081,"Jefferson County, Illinois",38827
0500000US17083,17083,"Jersey County, Illinois",22985
0500000US17085,17085,"Jo Daviess County, Illinois",22678
0500000US17087,17087,"Johnson County, Illinois",12582
0500000US17089,17089,"Kane County, Illinois",515269
0500000US17091,17091,"Kankakee County, Illinois",113449
0500000US17093,17093,"Kendall County, Illinois",114736
0500000US17095,17095,"Knox County, Illinois",52919
0500000US17097,17097,"Lake County, Illinois",703462
0500000US17099,17099,"LaSalle County, Illinois",113924
0500000US17101,17101,"Lawrence County, Illinois",16833
0500000US17103,17103,"Lee County, Illinois",36031
0500000US17105,17105,"Livingston County, Illinois",38950
0500000US17107,17107,"Logan County, Illinois",30305
0500000US17109,17109,"McDonough County, Illinois",32612
0500000US17111,17111,"McHenry County, Illinois",308760
0500000US17113,17113,"McLean County, Illinois",169572
0500000US17115,17115,"Macon County, Illinois",110768
0500000US17117,17117,"Macoupin County, Illinois",47765
0500000US17119,17119,"Madison County, Illinois",269282
0500000US17121,17121,"Marion County, Illinois",39437
0500000US17123,17123,"Marshall County, Illinois",12640
0500000US17125,17125,"Mason County, Illinois",14666
0500000US17127,17127,"Massac County, Illinois",15429
0500000US17129,17129,"Menard County, Illinois",12705
0500000US17131,17131,"Mercer County, Illinois",16434
0500000US17133,17133,"Monroe County, Illinois",32957
0500000US17135,17135,"Montgomery County, Illinois",30104
0500000US17137,17137,"Morgan County, Illinois",35547
0500000US17139,17139,"Moultrie County, Illinois",14846
0500000US17141,17141,"Ogle County, Illinois",53497
0500000US17143,17143,"Peoria County, Illinois",186494
0500000US17145,17145,"Perry County, Illinois",22350
0500000US17147,17147,"Piatt County, Illinois",16729
0500000US17149,17149,"Pike County, Illinois",16430
0500000US17151,17151,"Pope County, Illinois",4470
0500000US17153,17153,"Pulaski County, Illinois",6161
0500000US17155,17155,"Putnam County, Illinois",6006
0500000US17157,17157,"Randolph County, Illinois",33476
0500000US17159,17159,"Richland County, Illinois",16233
0500000US17161,17161,"Rock Island County, Illinois",147546
0500000US17163,17163,"St. Clair County, Illinois",270056
0500000US17165,17165,"Saline County, Illinois",24913
0500000US17167,17167,"Sangamon County, Illinois",197465
0500000US17169,17169,"Schuyler County, Illinois",7544
0500000US17171,17171,"Scott County, Illinois",5355
0500000US17173,17173,"Shelby County, Illinois",22363
0500000US17175,17175,"Stark County, Illinois",5994
0500000US17177,17177,"Stephenson County, Illinois",47711
0500000US17179,17179,"Tazewell County, Illinois",135394
0500000US17181,17181,"Union County, Illinois",17808
0500000US17183,17183,"Vermilion County, Illinois",81625
0500000US17185,17185,"Wabash County, Illinois",11947
0500000US17187,17187,"Warren County, Illinois",17707
0500000US17189,17189,"Washington County, Illinois",14716
0500000US17191,17191,"Wayne County, Illinois",16760
0500000US17193,17193,"White County, Illinois",14665
0500000US17195,17195,"Whiteside County, Illinois",58498
0500000US17197,17197,"Will County, Illinois",677560
0500000US17199,17199,"Williamson County, Illinois",66357
0500000US17201,17201,"Winnebago County, Illinois",295266
0500000US17203,17203,"Woodford County, Illinois",38664
0500000US18001,18001,"Adams County, Indiana",34387
0500000US18003,18003,"Allen County, Indiana",355329(r39373)
0500000US18005,18005,"Bartholomew County, Indiana",76794
0500000US18007,18007,"Benton County, Indiana",8854
0500000US18009,18009,"Blackford County, Indiana",12766
0500000US18011,18011,"Boone County, Indiana",56640
0500000US18013,18013,"Brown County, Indiana",15242
0500000US18015,18015,"Carroll County, Indiana",20155
0500000US18017,18017,"Cass County, Indiana",38966
0500000US18019,18019,"Clark County, Indiana",110232
0500000US18021,18021,"Clay County, Indiana",26890
0500000US18023,18023,"Clinton County, Indiana",33224
0500000US18025,18025,"Crawford County, Indiana",10713
0500000US18027,18027,"Daviess County, Indiana",31648
0500000US18029,18029,"Dearborn County, Indiana",50047
0500000US18031,18031,"Decatur County, Indiana",25740
0500000US18033,18033,"DeKalb County, Indiana",42223
0500000US18035,18035,"Delaware County, Indiana",117671
0500000US18037,18037,"Dubois County, Indiana",41889
0500000US18039,18039,"Elkhart County, Indiana",197559
0500000US18041,18041,"Fayette County, Indiana",24277
0500000US18043,18043,"Floyd County, Indiana",74578
0500000US18045,18045,"Fountain County, Indiana",17240
0500000US18047,18047,"Franklin County, Indiana",23087
0500000US18049,18049,"Fulton County, Indiana",20836
0500000US18051,18051,"Gibson County, Indiana",33503
0500000US18053,18053,"Grant County, Indiana",70061(r39393)
0500000US18055,18055,"Greene County, Indiana",33165
0500000US18057,18057,"Hamilton County, Indiana",274569
0500000US18059,18059,"Hancock County, Indiana",70002
0500000US18061,18061,"Harrison County, Indiana",39364
0500000US18063,18063,"Hendricks County, Indiana",145448
0500000US18065,18065,"Henry County, Indiana",49462
0500000US18067,18067,"Howard County, Indiana",82752
0500000US18069,18069,"Huntington County, Indiana",37124
0500000US18071,18071,"Jackson County, Indiana",42376
0500000US18073,18073,"Jasper County, Indiana",33478
0500000US18075,18075,"Jay County, Indiana",21253
0500000US18077,18077,"Jefferson County, Indiana",32428
0500000US18079,18079,"Jennings County, Indiana",28525
0500000US18081,18081,"Johnson County, Indiana",139654
0500000US18083,18083,"Knox County, Indiana",38440
0500000US18085,18085,"Kosciusko County, Indiana",77358
0500000US18087,18087,"LaGrange County, Indiana",37128
0500000US18089,18089,"Lake County, Indiana",496005
0500000US18091,18091,"LaPorte County, Indiana",111467
0500000US18093,18093,"Lawrence County, Indiana",46134
0500000US18095,18095,"Madison County, Indiana",131636
0500000US18097,18097,"Marion County, Indiana",903393
0500000US18099,18099,"Marshall County, Indiana",47051
0500000US18101,18101,"Martin County, Indiana",10334
0500000US18103,18103,"Miami County, Indiana",36903
0500000US18105,18105,"Monroe County, Indiana",137974
0500000US18107,18107,"Montgomery County, Indiana",38124
0500000US18109,18109,"Morgan County, Indiana",68894
0500000US18111,18111,"Newton County, Indiana",14244
0500000US18113,18113,"Noble County, Indiana",47536
0500000US18115,18115,"Ohio County, Indiana",6128
0500000US18117,18117,"Orange County, Indiana",19840
0500000US18119,18119,"Owen County, Indiana",21575
0500000US18121,18121,"Parke County, Indiana",17339
0500000US18123,18123,"Perry County, Indiana",19338
0500000US18125,18125,"Pike County, Indiana",12845
0500000US18127,18127,"Porter County, Indiana",164343
0500000US18129,18129,"Posey County, Indiana",25910
0500000US18131,18131,"Pulaski County, Indiana",13402
0500000US18133,18133,"Putnam County, Indiana",37963
0500000US18135,18135,"Randolph County, Indiana",26171
0500000US18137,18137,"Ripley County, Indiana",28818
0500000US18139,18139,"Rush County, Indiana",17392
0500000US18141,18141,"St. Joseph County, Indiana",266931
0500000US18143,18143,"Scott County, Indiana",24181
0500000US18145,18145,"Shelby County, Indiana",44436
0500000US18147,18147,"Spencer County, Indiana",20952
0500000US18149,18149,"Starke County, Indiana",23363
0500000US18151,18151,"Steuben County, Indiana",34185
0500000US18153,18153,"Sullivan County, Indiana",21475
0500000US18155,18155,"Switzerland County, Indiana",10613
0500000US18157,18157,"Tippecanoe County, Indiana",172780
0500000US18159,18159,"Tipton County, Indiana",15936
0500000US18161,18161,"Union County, Indiana",7516
0500000US18163,18163,"Vanderburgh County, Indiana",179703
0500000US18165,18165,"Vermillion County, Indiana",16212
0500000US18167,18167,"Vigo County, Indiana",107848
0500000US18169,18169,"Wabash County, Indiana",32888
0500000US18171,18171,"Warren County, Indiana",8508
0500000US18173,18173,"Warrick County, Indiana",59689
0500000US18175,18175,"Washington County, Indiana",28262
0500000US18177,18177,"Wayne County, Indiana",68917
0500000US18179,18179,"Wells County, Indiana",27636
0500000US18181,18181,"White County, Indiana",24643
0500000US18183,18183,"Whitley County, Indiana",33292
0500000US19001,19001,"Adair County, Iowa",7682
0500000US19003,19003,"Adams County, Iowa",4029
0500000US19005,19005,"Allamakee County, Iowa",14330
0500000US19007,19007,"Appanoose County, Iowa",12887
0500000US19009,19009,"Audubon County, Iowa",6119
0500000US19011,19011,"Benton County, Iowa",26076
0500000US19013,19013,"Black Hawk County, Iowa",131090
0500000US19015,19015,"Boone County, Iowa",26306
0500000US19017,19017,"Bremer County, Iowa",24276
0500000US19019,19019,"Buchanan County, Iowa",20958
0500000US19021,19021,"Buena Vista County, Iowa",20260
0500000US19023,19023,"Butler County, Iowa",14867
0500000US19025,19025,"Calhoun County, Iowa",9670
0500000US19027,19027,"Carroll County, Iowa",20816
0500000US19029,19029,"Cass County, Iowa",13956
0500000US19031,19031,"Cedar County, Iowa",18499
0500000US19033,19033,"Cerro Gordo County, Iowa",44151
0500000US19035,19035,"Cherokee County, Iowa",12072
0500000US19037,19037,"Chickasaw County, Iowa",12439
0500000US19039,19039,"Clarke County, Iowa",9286
0500000US19041,19041,"Clay County, Iowa",16667
0500000US19043,19043,"Clayton County, Iowa",18129
0500000US19045,19045,"Clinton County, Iowa",49116
0500000US19047,19047,"Crawford County, Iowa",17096
0500000US19049,19049,"Dallas County, Iowa",66135
0500000US19051,19051,"Davis County, Iowa",8753
0500000US19053,19053,"Decatur County, Iowa",8457
0500000US19055,19055,"Delaware County, Iowa",17764
0500000US19057,19057,"Des Moines County, Iowa",40325
0500000US19059,19059,"Dickinson County, Iowa",16667
0500000US19061,19061,"Dubuque County, Iowa",93653
0500000US19063,19063,"Emmet County, Iowa",10302
0500000US19065,19065,"Fayette County, Iowa",20880
0500000US19067,19067,"Floyd County, Iowa",16303
0500000US19069,19069,"Franklin County, Iowa",10680
0500000US19071,19071,"Fremont County, Iowa",7441
0500000US19073,19073,"Greene County, Iowa",9336
0500000US19075,19075,"Grundy County, Iowa",12453
0500000US19077,19077,"Guthrie County, Iowa",10954
0500000US19079,19079,"Hamilton County, Iowa",15673
0500000US19081,19081,"Hancock County, Iowa",11341
0500000US19083,19083,"Hardin County, Iowa",17534
0500000US19085,19085,"Harrison County, Iowa",14928
0500000US19087,19087,"Henry County, Iowa",20145
0500000US19089,19089,"Howard County, Iowa",9566
0500000US19091,19091,"Humboldt County, Iowa",9815
0500000US19093,19093,"Ida County, Iowa",7089
0500000US19095,19095,"Iowa County, Iowa",16355
0500000US19097,19097,"Jackson County, Iowa",19848
0500000US19099,19099,"Jasper County, Iowa",36842
0500000US19101,19101,"Jefferson County, Iowa",16843
0500000US19103,19103,"Johnson County, Iowa",130882
0500000US19105,19105,"Jones County, Iowa",20638
0500000US19107,19107,"Keokuk County, Iowa",10511
0500000US19109,19109,"Kossuth County, Iowa",15543
0500000US19111,19111,"Lee County, Iowa",35862
0500000US19113,19113,"Linn County, Iowa",211226
0500000US19115,19115,"Louisa County, Iowa",11387
0500000US19117,19117,"Lucas County, Iowa",8898
0500000US19119,19119,"Lyon County, Iowa",11581
0500000US19121,19121,"Madison County, Iowa",15679
0500000US19123,19123,"Mahaska County, Iowa",22381
0500000US19125,19125,"Marion County, Iowa",33309
0500000US19127,19127,"Marshall County, Iowa",40648
0500000US19129,19129,"Mills County, Iowa",15059
0500000US19131,19131,"Mitchell County, Iowa",10776
0500000US19133,19133,"Monona County, Iowa",9243
0500000US19135,19135,"Monroe County, Iowa",7970
0500000US19137,19137,"Montgomery County, Iowa",10740
0500000US19139,19139,"Muscatine County, Iowa",42745
0500000US19141,19141,"O'Brien County, Iowa",14398
0500000US19143,19143,"Osceola County, Iowa",6462
0500000US19145,19145,"Page County, Iowa",15932
0500000US19147,19147,"Palo Alto County, Iowa",9421
0500000US19149,19149,"Plymouth County, Iowa",24986
0500000US19151,19151,"Pocahontas County, Iowa",7310
0500000US19153,19153,"Polk County, Iowa",430640
0500000US19155,19155,"Pottawattamie County, Iowa",93158
0500000US19157,19157,"Poweshiek County, Iowa",18914
0500000US19159,19159,"Ringgold County, Iowa",5131
0500000US19161,19161,"Sac County, Iowa",10350
0500000US19163,19163,"Scott County, Iowa",165224
0500000US19165,19165,"Shelby County, Iowa",12167
0500000US19167,19167,"Sioux County, Iowa",33704
0500000US19169,19169,"Story County, Iowa",89542
0500000US19171,19171,"Tama County, Iowa",17767
0500000US19173,19173,"Taylor County, Iowa",6317
0500000US19175,19175,"Union County, Iowa",12534
0500000US19177,19177,"Van Buren County, Iowa",7570
0500000US19179,19179,"Wapello County, Iowa",35625
0500000US19181,19181,"Warren County, Iowa",46225
0500000US19183,19183,"Washington County, Iowa",21704
0500000US19185,19185,"Wayne County, Iowa",6403
0500000US19187,19187,"Webster County, Iowa",38013
0500000US19189,19189,"Winnebago County, Iowa",10866
0500000US19191,19191,"Winneshiek County, Iowa",21056
0500000US19193,19193,"Woodbury County, Iowa",102172
0500000US19195,19195,"Worth County, Iowa",7598
0500000US19197,19197,"Wright County, Iowa",13229
0500000US20001,20001,"Allen County, Kansas",13371
0500000US20003,20003,"Anderson County, Kansas",8102
0500000US20005,20005,"Atchison County, Kansas",16924
0500000US20007,20007,"Barber County, Kansas",4861
0500000US20009,20009,"Barton County, Kansas",27674
0500000US20011,20011,"Bourbon County, Kansas",15173
0500000US20013,20013,"Brown County, Kansas",9984
0500000US20015,20015,"Butler County, Kansas",65880
0500000US20017,20017,"Chase County, Kansas",2790
0500000US20019,20019,"Chautauqua County, Kansas",3669
0500000US20021,20021,"Cherokee County, Kansas",21603
0500000US20023,20023,"Cheyenne County, Kansas",2726
0500000US20025,20025,"Clark County, Kansas",2215
0500000US20027,20027,"Clay County, Kansas",8535
0500000US20029,20029,"Cloud County, Kansas",9533
0500000US20031,20031,"Coffey County, Kansas",8601
0500000US20033,20033,"Comanche County, Kansas",1891
0500000US20035,20035,"Cowley County, Kansas",36311
0500000US20037,20037,"Crawford County, Kansas",39134
0500000US20039,20039,"Decatur County, Kansas",2961
0500000US20041,20041,"Dickinson County, Kansas",19754
0500000US20043,20043,"Doniphan County, Kansas",7945
0500000US20045,20045,"Douglas County, Kansas",110826
0500000US20047,20047,"Edwards County, Kansas",3037
0500000US20049,20049,"Elk County, Kansas",2882
0500000US20051,20051,"Ellis County, Kansas",28452
0500000US20053,20053,"Ellsworth County, Kansas",6497
0500000US20055,20055,"Finney County, Kansas",36776
0500000US20057,20057,"Ford County, Kansas",33848
0500000US20059,20059,"Franklin County, Kansas",25992
0500000US20061,20061,"Geary County, Kansas",34362
0500000US20063,20063,"Gove County, Kansas",2695
0500000US20065,20065,"Graham County, Kansas",2597
0500000US20067,20067,"Grant County, Kansas",7829
0500000US20069,20069,"Gray County, Kansas",6006
0500000US20071,20071,"Greeley County, Kansas",1247
0500000US20073,20073,"Greenwood County, Kansas",6689
0500000US20075,20075,"Hamilton County, Kansas",2690
0500000US20077,20077,"Harper County, Kansas",6034
0500000US20079,20079,"Harvey County, Kansas",34684
0500000US20081,20081,"Haskell County, Kansas",4256
0500000US20083,20083,"Hodgeman County, Kansas",1916
0500000US20085,20085,"Jackson County, Kansas",13462
0500000US20087,20087,"Jefferson County, Kansas",19126
0500000US20089,20089,"Jewell County, Kansas",3077
0500000US20091,20091,"Johnson County, Kansas",544179
0500000US20093,20093,"Kearny County, Kansas",3977
0500000US20095,20095,"Kingman County, Kansas",7858
0500000US20097,20097,"Kiowa County, Kansas",2553
0500000US20099,20099,"Labette County, Kansas",21607
0500000US20101,20101,"Lane County, Kansas",1750
0500000US20103,20103,"Leavenworth County, Kansas",76227
0500000US20105,20105,"Lincoln County, Kansas",3241
0500000US20107,20107,"Linn County, Kansas",9656
0500000US20109,20109,"Logan County, Kansas",2756
0500000US20111,20111,"Lyon County, Kansas",33690
0500000US20113,20113,"McPherson County, Kansas",29180
0500000US20115,20115,"Marion County, Kansas",12660
0500000US20117,20117,"Marshall County, Kansas",10117
0500000US20119,20119,"Meade County, Kansas",4575
0500000US20121,20121,"Miami County, Kansas",32787
0500000US20123,20123,"Mitchell County, Kansas",6373
0500000US20125,20125,"Montgomery County, Kansas",35471
0500000US20127,20127,"Morris County, Kansas",5923
0500000US20129,20129,"Morton County, Kansas",3233
0500000US20131,20131,"Nemaha County, Kansas",10178
0500000US20133,20133,"Neosho County, Kansas",16512
0500000US20135,20135,"Ness County, Kansas",3107
0500000US20137,20137,"Norton County, Kansas",5671
0500000US20139,20139,"Osage County, Kansas",16295
0500000US20141,20141,"Osborne County, Kansas",3858
0500000US20143,20143,"Ottawa County, Kansas",6091
0500000US20145,20145,"Pawnee County, Kansas",6973
0500000US20147,20147,"Phillips County, Kansas",5642
0500000US20149,20149,"Pottawatomie County, Kansas",21604
0500000US20151,20151,"Pratt County, Kansas",9656
0500000US20153,20153,"Rawlins County, Kansas",2519
0500000US20155,20155,"Reno County, Kansas",64511
0500000US20157,20157,"Republic County, Kansas",4980
0500000US20159,20159,"Rice County, Kansas",10083
0500000US20161,20161,"Riley County, Kansas",71115
0500000US20163,20163,"Rooks County, Kansas",5181
0500000US20165,20165,"Rush County, Kansas",3307
0500000US20167,20167,"Russell County, Kansas",6970
0500000US20169,20169,"Saline County, Kansas",55606
0500000US20171,20171,"Scott County, Kansas",4936
0500000US20173,20173,"Sedgwick County, Kansas",498365
0500000US20175,20175,"Seward County, Kansas",22952
0500000US20177,20177,"Shawnee County, Kansas",177934
0500000US20179,20179,"Sheridan County, Kansas",2556
0500000US20181,20181,"Sherman County, Kansas",6010
0500000US20183,20183,"Smith County, Kansas",3853
0500000US20185,20185,"Stafford County, Kansas",4437
0500000US20187,20187,"Stanton County, Kansas",2235
0500000US20189,20189,"Stevens County, Kansas",5724
0500000US20191,20191,"Sumner County, Kansas",24132
0500000US20193,20193,"Thomas County, Kansas",7900
0500000US20195,20195,"Trego County, Kansas",3001
0500000US20197,20197,"Wabaunsee County, Kansas",7053
0500000US20199,20199,"Wallace County, Kansas",1485
0500000US20201,20201,"Washington County, Kansas",5799
0500000US20203,20203,"Wichita County, Kansas",2234
0500000US20205,20205,"Wilson County, Kansas",9409
0500000US20207,20207,"Woodson County, Kansas",3309
0500000US20209,20209,"Wyandotte County, Kansas",157505
0500000US21001,21001,"Adair County, Kentucky",18656
0500000US21003,21003,"Allen County, Kentucky",19956
0500000US21005,21005,"Anderson County, Kentucky",21421
0500000US21007,21007,"Ballard County, Kentucky",8249
0500000US21009,21009,"Barren County, Kentucky",42173
0500000US21011,21011,"Bath County, Kentucky",11591
0500000US21013,21013,"Bell County, Kentucky",28691
0500000US21015,21015,"Boone County, Kentucky",118811
0500000US21017,21017,"Bourbon County, Kentucky",19985
0500000US21019,21019,"Boyd County, Kentucky",49542
0500000US21021,21021,"Boyle County, Kentucky",28432
0500000US21023,21023,"Bracken County, Kentucky",8488
0500000US21025,21025,"Breathitt County, Kentucky",13878
0500000US21027,21027,"Breckinridge County, Kentucky",20059
0500000US21029,21029,"Bullitt County, Kentucky",74319
0500000US21031,21031,"Butler County, Kentucky",12690
0500000US21033,21033,"Caldwell County, Kentucky",12984
0500000US21035,21035,"Calloway County, Kentucky",37191
0500000US21037,21037,"Campbell County, Kentucky",90336
0500000US21039,21039,"Carlisle County, Kentucky",5104
0500000US21041,21041,"Carroll County, Kentucky",10811
0500000US21043,21043,"Carter County, Kentucky",27720
0500000US21045,21045,"Casey County, Kentucky",15955
0500000US21047,21047,"Christian County, Kentucky",73955
0500000US21049,21049,"Clark County, Kentucky",35613
0500000US21051,21051,"Clay County, Kentucky",21730
0500000US21053,21053,"Clinton County, Kentucky",10272
0500000US21055,21055,"Crittenden County, Kentucky",9315
0500000US21057,21057,"Cumberland County, Kentucky",6856
0500000US21059,21059,"Daviess County, Kentucky",96656
0500000US21061,21061,"Edmonson County, Kentucky",12161
0500000US21063,21063,"Elliott County, Kentucky",7852
0500000US21065,21065,"Estill County, Kentucky",14672
0500000US21067,21067,"Fayette County, Kentucky",295803
0500000US21069,21069,"Fleming County, Kentucky",14348
0500000US21071,21071,"Floyd County, Kentucky",39451
0500000US21073,21073,"Franklin County, Kentucky",49285
0500000US21075,21075,"Fulton County, Kentucky",6813
0500000US21077,21077,"Gallatin County, Kentucky",8589
0500000US21079,21079,"Garrard County, Kentucky",16912
0500000US21081,21081,"Grant County, Kentucky",24662
0500000US21083,21083,"Graves County, Kentucky",37121
0500000US21085,21085,"Grayson County, Kentucky",25746
0500000US21087,21087,"Green County, Kentucky",11258
0500000US21089,21089,"Greenup County, Kentucky",36910
0500000US21091,21091,"Hancock County, Kentucky",8565
0500000US21093,21093,"Hardin County, Kentucky",105543
0500000US21095,21095,"Harlan County, Kentucky",29278
0500000US21097,21097,"Harrison County, Kentucky",18846
0500000US21099,21099,"Hart County, Kentucky",18199
0500000US21101,21101,"Henderson County, Kentucky",46250
0500000US21103,21103,"Henry County, Kentucky",15416
0500000US21105,21105,"Hickman County, Kentucky",4902
0500000US21107,21107,"Hopkins County, Kentucky",46920
0500000US21109,21109,"Jackson County, Kentucky",13494
0500000US21111,21111,"Jefferson County, Kentucky",741096
0500000US21113,21113,"Jessamine County, Kentucky",48586
0500000US21115,21115,"Johnson County, Kentucky",23356
0500000US21117,21117,"Kenton County, Kentucky",159720
0500000US21119,21119,"Knott County, Kentucky",16346
0500000US21121,21121,"Knox County, Kentucky",31883
0500000US21123,21123,"Larue County, Kentucky",14193
0500000US21125,21125,"Laurel County, Kentucky",58849
0500000US21127,21127,"Lawrence County, Kentucky",15860
0500000US21129,21129,"Lee County, Kentucky",7887
0500000US21131,21131,"Leslie County, Kentucky",11310
0500000US21133,21133,"Letcher County, Kentucky",24519
0500000US21135,21135,"Lewis County, Kentucky",13870
0500000US21137,21137,"Lincoln County, Kentucky",24742
0500000US21139,21139,"Livingston County, Kentucky",9519
0500000US21141,21141,"Logan County, Kentucky",26835
0500000US21143,21143,"Lyon County, Kentucky",8314
0500000US21145,21145,"McCracken County, Kentucky",65565
0500000US21147,21147,"McCreary County, Kentucky",18306
0500000US21149,21149,"McLean County, Kentucky",9531
0500000US21151,21151,"Madison County, Kentucky",82916
0500000US21153,21153,"Magoffin County, Kentucky",13333
0500000US21155,21155,"Marion County, Kentucky",19820
0500000US21157,21157,"Marshall County, Kentucky",31448
0500000US21159,21159,"Martin County, Kentucky",12929
0500000US21161,21161,"Mason County, Kentucky",17490
0500000US21163,21163,"Meade County, Kentucky",28602
0500000US21165,21165,"Menifee County, Kentucky",6306
0500000US21167,21167,"Mercer County, Kentucky",21331
0500000US21169,21169,"Metcalfe County, Kentucky",10099
0500000US21171,21171,"Monroe County, Kentucky",10963
0500000US21173,21173,"Montgomery County, Kentucky",26499
0500000US21175,21175,"Morgan County, Kentucky",13923
0500000US21177,21177,"Muhlenberg County, Kentucky",31499
0500000US21179,21179,"Nelson County, Kentucky",43437
0500000US21181,21181,"Nicholas County, Kentucky",7135
0500000US21183,21183,"Ohio County, Kentucky",23842
0500000US21185,21185,"Oldham County, Kentucky",60316
0500000US21187,21187,"Owen County, Kentucky",10841
0500000US21189,21189,"Owsley County, Kentucky",4755
0500000US21191,21191,"Pendleton County, Kentucky",14877
0500000US21193,21193,"Perry County, Kentucky",28712
0500000US21195,21195,"Pike County, Kentucky",65024
0500000US21197,21197,"Powell County, Kentucky",12613
0500000US21199,21199,"Pulaski County, Kentucky",63063
0500000US21201,21201,"Robertson County, Kentucky",2282
0500000US21203,21203,"Rockcastle County, Kentucky",17056
0500000US21205,21205,"Rowan County, Kentucky",23333
0500000US21207,21207,"Russell County, Kentucky",17565
0500000US21209,21209,"Scott County, Kentucky",47173
0500000US21211,21211,"Shelby County, Kentucky",42074
0500000US21213,21213,"Simpson County, Kentucky",17327
0500000US21215,21215,"Spencer County, Kentucky",17061
0500000US21217,21217,"Taylor County, Kentucky",24512
0500000US21219,21219,"Todd County, Kentucky",12460
