GEOID,Name,state_new,,,,,
05000US24510,"Baltimore city, Maryland",FE,,,,,
05000US25001,"Barnstable County, Massachusetts",BO,,,,,
05000US25003,"Berkshire County, Massachusetts",NN,,,,,
05000US25005,"Bristol County, Massachusetts",BO,,,,,
05000US25007,"Dukes County, Massachusetts",BO,,,,,
05000US25009,"Essex County, Massachusetts",BO,,,,,
05000US25011,"Franklin County, Massachusetts",NN,,,,,
05000US25013,"Hampden County, Massachusetts",NN,,,,,
05000US25015,"Hampshire County, Massachusetts",NN,,,,,
05000US25017,"Middlesex County, Massachusetts",BO,,,,,
05000US25019,"Nantucket County, Massachusetts",BO,,,,,
05000US25021,"Norfolk County, Massachusetts",BO,,,,,
05000US25023,"Plymouth County, Massachusetts",BO,,,,,
05000US25025,"Suffolk County, Massachusetts",BO,,,,,
05000US25027,"Worcester County, Massachusetts",NN,,,,,
05000US26001,"Alcona County, Michigan",LL,,,,,
05000US26003,"Alger County, Michigan",UM,,,,,
05000US26005,"Allegan County, Michigan",LL,,,,,
05000US26007,"Alpena County, Michigan",LL,,,,,
05000US26009,"Antrim County, Michigan",LL,,,,,
05000US26011,"Arenac County, Michigan",LL,,,,,
05000US26013,"Baraga County, Michigan",SL,,,,,
05000US26015,"Barry County, Michigan",LL,,,,,
05000US26017,"Bay County, Michigan",LL,,,,,
05000US26019,"Benzie County, Michigan",LL,,,,,
05000US26021,"Berrien County, Michigan",SL,,,,,
05000US26023,"Branch County, Michigan",LL,,,,,
05000US26025,"Calhoun County, Michigan",LL,,,,,
05000US26027,"Cass County, Michigan",SL,,,,,
05000US26029,"Charlevoix County, Michigan",LL,,,,,
05000US26031,"Cheboygan County, Michigan",LL,,,,,
05000US26033,"Chippewa County, Michigan",UM,,,,,
05000US26035,"Clare County, Michigan",LL,,,,,
05000US26037,"Clinton County, Michigan",LL,,,,,
05000US26039,"Crawford County, Michigan",LL,,,,,
05000US26041,"Delta County, Michigan",UM,,,,,
05000US26043,"Dickinson County, Michigan",SL,,,,,
05000US26045,"Eaton County, Michigan",LL,,,,,
05000US26047,"Emmet County, Michigan",LL,,,,,
05000US26049,"Genesee County, Michigan",LL,,,,,
05000US26051,"Gladwin County, Michigan",LL,,,,,
05000US26053,"Gogebic County, Michigan",UM,,,,,
05000US26055,"Grand Traverse County, Michigan",LL,,,,,
05000US26057,"Gratiot County, Michigan",LL,,,,,
05000US26059,"Hillsdale County, Michigan",LL,,,,,
05000US26061,"Houghton County, Michigan",UM,,,,,
05000US26063,"Huron County, Michigan",LL,,,,,
05000US26065,"Ingham County, Michigan",LL,,,,,
05000US26067,"Ionia County, Michigan",LL,,,,,
05000US26069,"Iosco County, Michigan",LL,,,,,
05000US26071,"Iron County, Michigan",SL,,,,,
05000US26073,"Isabella County, Michigan",LL,,,,,
05000US26075,"Jackson County, Michigan",LL,,,,,
05000US26077,"Kalamazoo County, Michigan",LL,,,,,
05000US26079,"Kalkaska County, Michigan",LL,,,,,
05000US26081,"Kent County, Michigan",LL,,,,,
05000US26083,"Keweenaw County, Michigan",SL,,,,,
05000US26085,"Lake County, Michigan",LL,,,,,
05000US26087,"Lapeer County, Michigan",LL,,,,,
05000US26089,"Leelanau County, Michigan",LL,,,,,
05000US26091,"Lenawee County, Michigan",LL,,,,,
05000US26093,"Livingston County, Michigan",LL,,,,,
05000US26095,"Luce County, Michigan",UM,,,,,
05000US26097,"Mackinac County, Michigan",UM,,,,,
05000US26099,"Macomb County, Michigan",ER,,,,,
05000US26101,"Manistee County, Michigan",LL,,,,,
05000US26103,"Marquette County, Michigan",SL,,,,,
05000US26105,"Mason County, Michigan",LL,,,,,
05000US26107,"Mecosta County, Michigan",LL,,,,,
05000US26109,"Menominee County, Michigan",SL,,,,,
05000US26111,"Midland County, Michigan",LL,,,,,
05000US26113,"Missaukee County, Michigan",LL,,,,,
05000US26115,"Monroe County, Michigan",ER,,,,,
05000US26117,"Montcalm County, Michigan",LL,,,,,
05000US26119,"Montmorency County, Michigan",LL,,,,,
05000US26121,"Muskegon County, Michigan",LL,,,,,
05000US26123,"Newaygo County, Michigan",LL,,,,,
05000US26125,"Oakland County, Michigan",LL,,,,,
05000US26127,"Oceana County, Michigan",LL,,,,,
05000US26129,"Ogemaw County, Michigan",LL,,,,,
05000US26131,"Ontonagon County, Michigan",UM,,,,,
05000US26133,"Osceola County, Michigan",LL,,,,,
05000US26135,"Oscoda County, Michigan",LL,,,,,
05000US26137,"Otsego County, Michigan",LL,,,,,
05000US26139,"Ottawa County, Michigan",LL,,,,,
05000US26141,"Presque Isle County, Michigan",LL,,,,,
05000US26143,"Roscommon County, Michigan",LL,,,,,
05000US26145,"Saginaw County, Michigan",LL,,,,,
05000US26147,"St. Clair County, Michigan",ER,,,,,
05000US26149,"St. Joseph County, Michigan",LL,,,,,
05000US26151,"Sanilac County, Michigan",LL,,,,,
05000US26153,"Schoolcraft County, Michigan",UM,,,,,
05000US26155,"Shiawassee County, Michigan",LL,,,,,
05000US26157,"Tuscola County, Michigan",LL,,,,,
05000US26159,"Van Buren County, Michigan",SL,,,,,
05000US26161,"Washtenaw County, Michigan",LL,,,,,
05000US26163,"Wayne County, Michigan",ER,,,,,
05000US26165,"Wexford County, Michigan",LL,,,,,
05000US27001,"Aitkin County, Minnesota",UM,,,,,
05000US27003,"Anoka County, Minnesota",UM,,,,,
05000US27005,"Becker County, Minnesota",UM,,,,,
05000US27007,"Beltrami County, Minnesota",UM,,,,,
05000US27009,"Benton County, Minnesota",UM,,,,,
05000US27011,"Big Stone County, Minnesota",HL,,,,,
05000US27013,"Blue Earth County, Minnesota",HL,,,,,
05000US27015,"Brown County, Minnesota",HL,,,,,
05000US27017,"Carlton County, Minnesota",UM,,,,,
05000US27019,"Carver County, Minnesota",UM,,,,,
05000US27021,"Cass County, Minnesota",UM,,,,,
05000US27023,"Chippewa County, Minnesota",HL,,,,,
05000US27025,"Chisago County, Minnesota",UM,,,,,
05000US27027,"Clay County, Minnesota",UM,,,,,
05000US27029,"Clearwater County, Minnesota",UM,,,,,
05000US27031,"Cook County, Minnesota",UM,,,,,
05000US27033,"Cottonwood County, Minnesota",HL,,,,,
05000US27035,"Crow Wing County, Minnesota",UM,,,,,
05000US27037,"Dakota County, Minnesota",UM,,,,,
05000US27039,"Dodge County, Minnesota",HL,,,,,
05000US27041,"Douglas County, Minnesota",UM,,,,,
05000US27043,"Faribault County, Minnesota",HL,,,,,
05000US27045,"Fillmore County, Minnesota",HL,,,,,
05000US27047,"Freeborn County, Minnesota",HL,,,,,
05000US27049,"Goodhue County, Minnesota",HL,,,,,
05000US27051,"Grant County, Minnesota",UM,,,,,
05000US27053,"Hennepin County, Minnesota",UM,,,,,
05000US27055,"Houston County, Minnesota",HL,,,,,
05000US27057,"Hubbard County, Minnesota",UM,,,,,
05000US27059,"Isanti County, Minnesota",UM,,,,,
05000US27061,"Itasca County, Minnesota",UM,,,,,
05000US27063,"Jackson County, Minnesota",HL,,,,,
05000US27065,"Kanabec County, Minnesota",UM,,,,,
05000US27067,"Kandiyohi County, Minnesota",UM,,,,,
05000US27069,"Kittson County, Minnesota",UM,,,,,
05000US27071,"Koochiching County, Minnesota",UM,,,,,
05000US27073,"Lac qui Parle County, Minnesota",HL,,,,,
05000US27075,"Lake County, Minnesota",UM,,,,,
05000US27077,"Lake of the Woods County, Minnesota",UM,,,,,
05000US27079,"Le Sueur County, Minnesota",HL,,,,,
05000US27081,"Lincoln County, Minnesota",HL,,,,,
05000US27083,"Lyon County, Minnesota",HL,,,,,
05000US27085,"McLeod County, Minnesota",HL,,,,,
05000US27087,"Mahnomen County, Minnesota",UM,,,,,
05000US27089,"Marshall County, Minnesota",UM,,,,,
05000US27091,"Martin County, Minnesota",HL,,,,,
05000US27093,"Meeker County, Minnesota",UM,,,,,
05000US27095,"Mille Lacs County, Minnesota",UM,,,,,
05000US27097,"Morrison County, Minnesota",UM,,,,,
05000US27099,"Mower County, Minnesota",HL,,,,,
05000US27101,"Murray County, Minnesota",HL,,,,,
05000US27103,"Nicollet County, Minnesota",HL,,,,,
05000US27105,"Nobles County, Minnesota",HL,,,,,
05000US27107,"Norman County, Minnesota",UM,,,,,
05000US27109,"Olmsted County, Minnesota",HL,,,,,
05000US27111,"Otter Tail County, Minnesota",UM,,,,,
05000US27113,"Pennington County, Minnesota",UM,,,,,
05000US27115,"Pine County, Minnesota",UM,,,,,
05000US27117,"Pipestone County, Minnesota",HL,,,,,
05000US27119,"Polk County, Minnesota",UM,,,,,
05000US27121,"Pope County, Minnesota",UM,,,,,
05000US27123,"Ramsey County, Minnesota",UM,,,,,
05000US27125,"Red Lake County, Minnesota",UM,,,,,
05000US27127,"Redwood County, Minnesota",HL,,,,,
05000US27129,"Renville County, Minnesota",HL,,,,,
05000US27131,"Rice County, Minnesota",HL,,,,,
05000US27133,"Rock County, Minnesota",HL,,,,,
05000US27135,"Roseau County, Minnesota",UM,,,,,
05000US27137,"St. Louis County, Minnesota",UM,,,,,
05000US27139,"Scott County, Minnesota",UM,,,,,
05000US27141,"Sherburne County, Minnesota",UM,,,,,
05000US27143,"Sibley County, Minnesota",HL,,,,,
05000US27145,"Stearns County, Minnesota",UM,,,,,
05000US27147,"Steele County, Minnesota",HL,,,,,
05000US27149,"Stevens County, Minnesota",HL,,,,,
05000US27151,"Swift County, Minnesota",HL,,,,,
05000US27153,"Todd County, Minnesota",UM,,,,,
05000US27155,"Traverse County, Minnesota",HL,,,,,
05000US27157,"Wabasha County, Minnesota",HL,,,,,
05000US27159,"Wadena County, Minnesota",UM,,,,,
05000US27161,"Waseca County, Minnesota",HL,,,,,
05000US27163,"Washington County, Minnesota",UM,,,,,
05000US27165,"Watonwan County, Minnesota",HL,,,,,
05000US27167,"Wilkin County, Minnesota",UM,,,,,
05000US27169,"Winona County, Minnesota",HL,,,,,
05000US27171,"Wright County, Minnesota",UM,,,,,
05000US27173,"Yellow Medicine County, Minnesota",HL,,,,,
05000US28001,"Adams County, Mississippi",BR,,,,,
05000US28003,"Alcorn County, Mississippi",BN,,,,,
05000US28005,"Amite County, Mississippi",BR,,,,,
05000US28007,"Attala County, Mississippi",DX,,,,,
05000US28009,"Benton County, Mississippi",BN,,,,,
05000US28011,"Bolivar County, Mississippi",BR,,,,,
05000US28013,"Calhoun County, Mississippi",BN,,,,,
05000US28015,"Carroll County, Mississippi",BN,,,,,
05000US28017,"Chickasaw County, Mississippi",BN,,,,,
05000US28019,"Choctaw County, Mississippi",DX,,,,,
05000US28021,"Claiborne County, Mississippi",BR,,,,,
05000US28023,"Clarke County, Mississippi",DX,,,,,
05000US28025,"Clay County, Mississippi",BN,,,,,
05000US28027,"Coahoma County, Mississippi",BR,,,,,
05000US28029,"Copiah County, Mississippi",BR,,,,,
05000US28031,"Covington County, Mississippi",DX,,,,,
05000US28033,"DeSoto County, Mississippi",BR,,,,,
05000US28035,"Forrest County, Mississippi",DX,,,,,
05000US28037,"Franklin County, Mississippi",BR,,,,,
05000US28039,"George County, Mississippi",DX,,,,,
05000US28041,"Greene County, Mississippi",DX,,,,,
05000US28043,"Grenada County, Mississippi",BN,,,,,
05000US28045,"Hancock County, Mississippi",DX,,,,,
05000US28047,"Harrison County, Mississippi",DX,,,,,
05000US28049,"Hinds County, Mississippi",BR,,,,,
05000US28051,"Holmes County, Mississippi",BR,,,,,
05000US28053,"Humphreys County, Mississippi",BR,,,,,
05000US28055,"Issaquena County, Mississippi",BR,,,,,
05000US28057,"Itawamba County, Mississippi",BN,,,,,
05000US28059,"Jackson County, Mississippi",DX,,,,,
05000US28061,"Jasper County, Mississippi",DX,,,,,
05000US28063,"Jefferson County, Mississippi",BR,,,,,
05000US28065,"Jefferson Davis County, Mississippi",BR,,,,,
05000US28067,"Jones County, Mississippi",DX,,,,,
05000US28069,"Kemper County, Mississippi",DX,,,,,
05000US28071,"Lafayette County, Mississippi",BN,,,,,
05000US28073,"Lamar County, Mississippi",DX,,,,,
05000US28075,"Lauderdale County, Mississippi",DX,,,,,
05000US28077,"Lawrence County, Mississippi",BR,,,,,
05000US28079,"Leake County, Mississippi",DX,,,,,
05000US28081,"Lee County, Mississippi",BN,,,,,
05000US28083,"Leflore County, Mississippi",BR,,,,,
05000US28085,"Lincoln County, Mississippi",BR,,,,,
05000US28087,"Lowndes County, Mississippi",DX,,,,,
05000US28089,"Madison County, Mississippi",BR,,,,,
05000US28091,"Marion County, Mississippi",BR,,,,,
05000US28093,"Marshall County, Mississippi",BR,,,,,
05000US28095,"Monroe County, Mississippi",BN,,,,,
05000US28097,"Montgomery County, Mississippi",BN,,,,,
05000US28099,"Neshoba County, Mississippi",DX,,,,,
05000US28101,"Newton County, Mississippi",DX,,,,,
05000US28103,"Noxubee County, Mississippi",DX,,,,,
05000US28105,"Oktibbeha County, Mississippi",DX,,,,,
05000US28107,"Panola County, Mississippi",BR,,,,,
05000US28109,"Pearl River County, Mississippi",DX,,,,,
05000US28111,"Perry County, Mississippi",DX,,,,,
05000US28113,"Pike County, Mississippi",BR,,,,,
05000US28115,"Pontotoc County, Mississippi",BN,,,,,
05000US28117,"Prentiss County, Mississippi",BN,,,,,
05000US28119,"Quitman County, Mississippi",BR,,,,,
05000US28121,"Rankin County, Mississippi",BR,,,,,
05000US28123,"Scott County, Mississippi",DX,,,,,
05000US28125,"Sharkey County, Mississippi",BR,,,,,
05000US28127,"Simpson County, Mississippi",BR,,,,,
05000US28129,"Smith County, Mississippi",DX,,,,,
05000US28131,"Stone County, Mississippi",DX,,,,,
05000US28133,"Sunflower County, Mississippi",BR,,,,,
05000US28135,"Tallahatchie County, Mississippi",BR,,,,,
05000US28137,"Tate County, Mississippi",BR,,,,,
05000US28139,"Tippah County, Mississippi",BN,,,,,
05000US28141,"Tishomingo County, Mississippi",BN,,,,,
05000US28143,"Tunica County, Mississippi",BR,,,,,
05000US28145,"Union County, Mississippi",BN,,,,,
05000US28147,"Walthall County, Mississippi",BR,,,,,
05000US28149,"Warren County, Mississippi",BR,,,,,
05000US28151,"Washington County, Mississippi",BR,,,,,
05000US28153,"Wayne County, Mississippi",DX,,,,,
05000US28155,"Webster County, Mississippi",BN,,,,,
05000US28157,"Wilkinson County, Mississippi",BR,,,,,
05000US28159,"Winston County, Mississippi",DX,,,,,
05000US28161,"Yalobusha County, Mississippi",BN,,,,,
05000US28163,"Yazoo County, Mississippi",BR,,,,,
05000US29001,"Adair County, Missouri",LI,,,,,
05000US29003,"Andrew County, Missouri",SF,,,,,
05000US29005,"Atchison County, Missouri",SF,,,,,
05000US29007,"Audrain County, Missouri",LI,,,,,
05000US29009,"Barry County, Missouri",OZ,,,,,
05000US29011,"Barton County, Missouri",OZ,,,,,
05000US29013,"Bates County, Missouri",SF,,,,,
05000US29015,"Benton County, Missouri",OZ,,,,,
05000US29017,"Bollinger County, Missouri",OZ,,,,,
05000US29019,"Boone County, Missouri",LI,,,,,
05000US29021,"Buchanan County, Missouri",SF,,,,,
05000US29023,"Butler County, Missouri",OZ,,,,,
05000US29025,"Caldwell County, Missouri",LI,,,,,
05000US29027,"Callaway County, Missouri",LI,,,,,
05000US29029,"Camden County, Missouri",OZ,,,,,
05000US29031,"Cape Girardeau County, Missouri",BR,,,,,
05000US29033,"Carroll County, Missouri",LI,,,,,
05000US29035,"Carter County, Missouri",OZ,,,,,
05000US29037,"Cass County, Missouri",SF,,,,,
05000US29039,"Cedar County, Missouri",SF,,,,,
05000US29041,"Chariton County, Missouri",LI,,,,,
05000US29043,"Christian County, Missouri",OZ,,,,,
05000US29045,"Clark County, Missouri",LI,,,,,
05000US29047,"Clay County, Missouri",SF,,,,,
05000US29049,"Clinton County, Missouri",SF,,,,,
05000US29051,"Cole County, Missouri",OZ,,,,,
05000US29053,"Cooper County, Missouri",LI,,,,,
05000US29055,"Crawford County, Missouri",OZ,,,,,
05000US29057,"Dade County, Missouri",OZ,,,,,
05000US29059,"Dallas County, Missouri",OZ,,,,,
05000US29061,"Daviess County, Missouri",LI,,,,,
05000US29063,"DeKalb County, Missouri",SF,,,,,
05000US29065,"Dent County, Missouri",OZ,,,,,
05000US29067,"Douglas County, Missouri",OZ,,,,,
05000US29069,"Dunklin County, Missouri",BR,,,,,
05000US29071,"Franklin County, Missouri",OZ,,,,,
05000US29073,"Gasconade County, Missouri",OZ,,,,,
05000US29075,"Gentry County, Missouri",LI,,,,,
05000US29077,"Greene County, Missouri",OZ,,,,,
05000US29079,"Grundy County, Missouri",LI,,,,,
05000US29081,"Harrison County, Missouri",LI,,,,,
05000US29083,"Henry County, Missouri",SF,,,,,
05000US29085,"Hickory County, Missouri",OZ,,,,,
05000US29087,"Holt County, Missouri",SF,,,,,
05000US29089,"Howard County, Missouri",LI,,,,,
05000US29091,"Howell County, Missouri",OZ,,,,,
05000US29093,"Iron County, Missouri",OZ,,,,,
05000US29095,"Jackson County, Missouri",SF,,,,,
05000US29097,"Jasper County, Missouri",OZ,,,,,
05000US29099,"Jefferson County, Missouri",OZ,,,,,
05000US29101,"Johnson County, Missouri",LI,,,,,
05000US29103,"Knox County, Missouri",LI,,,,,
05000US29105,"Laclede County, Missouri",OZ,,,,,
05000US29107,"Lafayette County, Missouri",LI,,,,,
05000US29109,"Lawrence County, Missouri",OZ,,,,,
05000US29111,"Lewis County, Missouri",LI,,,,,
05000US29113,"Lincoln County, Missouri",LI,,,,,
05000US29115,"Linn County, Missouri",LI,,,,,
05000US29117,"Livingston County, Missouri",LI,,,,,
05000US29119,"McDonald County, Missouri",rr,,,,,
05000US29121,"Macon County, Missouri",LI,,,,,
05000US29123,"Madison County, Missouri",OZ,,,,,
05000US29125,"Maries County, Missouri",OZ,,,,,
05000US29127,"Marion County, Missouri",LI,,,,,
05000US29129,"Mercer County, Missouri",LI,,,,,
05000US29131,"Miller County, Missouri",OZ,,,,,
05000US29133,"Mississippi County, Missouri",BR,,,,,
05000US29135,"Moniteau County, Missouri",OZ,,,,,
05000US29137,"Monroe County, Missouri",LI,,,,,
05000US29139,"Montgomery County, Missouri",LI,,,,,
05000US29141,"Morgan County, Missouri",OZ,,,,,
05000US29143,"New Madrid County, Missouri",BR,,,,,
05000US29145,"Newton County, Missouri",RR,,,,,
05000US29147,"Nodaway County, Missouri",SF,,,,,
05000US29149,"Oregon County, Missouri",OZ,,,,,
05000US29151,"Osage County, Missouri",OZ,,,,,
05000US29153,"Ozark County, Missouri",OZ,,,,,
05000US29155,"Pemiscot County, Missouri",BR,,,,,
05000US29157,"Perry County, Missouri",OZ,,,,,
05000US29159,"Pettis County, Missouri",LI,,,,,
05000US29161,"Phelps County, Missouri",OZ,,,,,
05000US29163,"Pike County, Missouri",LI,,,,,
05000US29165,"Platte County, Missouri",SF,,,,,
05000US29167,"Polk County, Missouri",OZ,,,,,
05000US29169,"Pulaski County, Missouri",OZ,,,,,
05000US29171,"Putnam County, Missouri",LI,,,,,
05000US29173,"Ralls County, Missouri",LI,,,,,
05000US29175,"Randolph County, Missouri",LI,,,,,
05000US29177,"Ray County, Missouri",LI,,,,,
05000US29179,"Reynolds County, Missouri",OZ,,,,,
05000US29181,"Ripley County, Missouri",OZ,,,,,
05000US29183,"St. Charles County, Missouri",OZ,,,,,
05000US29185,"St. Clair County, Missouri",SF,,,,,
05000US29186,"Ste. Genevieve County, Missouri",OZ,,,,,
05000US29187,"St. Francois County, Missouri",OZ,,,,,
05000US29189,"St. Louis County, Missouri",OZ,,,,,
05000US29195,"Saline County, Missouri",LI,,,,,
05000US29197,"Schuyler County, Missouri",LI,,,,,
05000US29199,"Scotland County, Missouri",LI,,,,,
05000US29201,"Scott County, Missouri",BR,,,,,
05000US29203,"Shannon County, Missouri",OZ,,,,,
05000US29205,"Shelby County, Missouri",LI,,,,,
05000US29207,"Stoddard County, Missouri",BR,,,,,
05000US29209,"Stone County, Missouri",OZ,,,,,
05000US29211,"Sullivan County, Missouri",LI,,,,,
05000US29213,"Taney County, Missouri",OZ,,,,,
05000US29215,"Texas County, Missouri",OZ,,,,,
05000US29217,"Vernon County, Missouri",SF,,,,,
05000US29219,"Warren County, Missouri",OZ,,,,,
05000US29221,"Washington County, Missouri",OZ,,,,,
05000US29223,"Wayne County, Missouri",OZ,,,,,
05000US29225,"Webster County, Missouri",OZ,,,,,
05000US29227,"Worth County, Missouri",LI,,,,,
05000US29229,"Wright County, Missouri",OZ,,,,,
05000US29510,"St. Louis city, Missouri",OZ,,,,,
05000US30001,"Beaverhead County, Montana",SY,,,,,
05000US30003,"Big Horn County, Montana",SY,,,,,
05000US30005,"Blaine County, Montana",SY,,,,,
05000US30007,"Broadwater County, Montana",SY,,,,,
05000US30009,"Carbon County, Montana",SY,,,,,
05000US30011,"Carter County, Montana",SY,,,,,
05000US30013,"Cascade County, Montana",SY,,,,,
05000US30015,"Chouteau County, Montana",SY,,,,,
05000US30017,"Custer County, Montana",SY,,,,,
05000US30019,"Daniels County, Montana",SY,,,,,
05000US30021,"Dawson County, Montana",SY,,,,,
05000US30023,"Deer Lodge County, Montana",SY,,,,,
05000US30025,"Fallon County, Montana",SY,,,,,
05000US30027,"Fergus County, Montana",SY,,,,,
05000US30029,"Flathead County, Montana",SY,,,,,
05000US30031,"Gallatin County, Montana",SY,,,,,
05000US30033,"Garfield County, Montana",SY,,,,,
05000US30035,"Glacier County, Montana",SY,,,,,
05000US30037,"Golden Valley County, Montana",SY,,,,,
05000US30039,"Granite County, Montana",SY,,,,,
05000US30041,"Hill County, Montana",SY,,,,,
05000US30043,"Jefferson County, Montana",SY,,,,,
05000US30045,"Judith Basin County, Montana",SY,,,,,
05000US30047,"Lake County, Montana",SY,,,,,
05000US30049,"Lewis and Clark County, Montana",SY,,,,,
05000US30051,"Liberty County, Montana",SY,,,,,
05000US30053,"Lincoln County, Montana",SY,,,,,
05000US30055,"McCone County, Montana",SY,,,,,
05000US30057,"Madison County, Montana",SY,,,,,
05000US30059,"Meagher County, Montana",SY,,,,,
05000US30061,"Mineral County, Montana",SY,,,,,
05000US30063,"Missoula County, Montana",SY,,,,,
05000US30065,"Musselshell County, Montana",SY,,,,,
05000US30067,"Park County, Montana",SY,,,,,
05000US30069,"Petroleum County, Montana",SY,,,,,
05000US30071,"Phillips County, Montana",SY,,,,,
05000US30073,"Pondera County, Montana",SY,,,,,
05000US30075,"Powder River County, Montana",SY,,,,,
05000US30077,"Powell County, Montana",SY,,,,,
05000US30079,"Prairie County, Montana",SY,,,,,
05000US30081,"Ravalli County, Montana",SY,,,,,
05000US30083,"Richland County, Montana",SY,,,,,
05000US30085,"Roosevelt County, Montana",SY,,,,,
05000US30087,"Rosebud County, Montana",SY,,,,,
05000US30089,"Sanders County, Montana",SY,,,,,
05000US30091,"Sheridan County, Montana",SY,,,,,
05000US30093,"Silver Bow County, Montana",SY,,,,,
05000US30095,"Stillwater County, Montana",SY,,,,,
05000US30097,"Sweet Grass County, Montana",SY,,,,,
05000US30099,"Teton County, Montana",SY,,,,,
05000US30101,"Toole County, Montana",SY,,,,,
05000US30103,"Treasure County, Montana",SY,,,,,
05000US30105,"Valley County, Montana",SY,,,,,
05000US30107,"Wheatland County, Montana",SY,,,,,
05000US30109,"Wibaux County, Montana",SY,,,,,
05000US30111,"Yellowstone County, Montana",SY,,,,,
05000US31001,"Adams County, Nebraska",SF,,,,,
05000US31003,"Antelope County, Nebraska",SF,,,,,
05000US31005,"Arthur County, Nebraska",SY,,,,,
05000US31007,"Banner County, Nebraska",SY,,,,,
05000US31009,"Blaine County, Nebraska",SY,,,,,
05000US31011,"Boone County, Nebraska",SF,,,,,
05000US31013,"Box Butte County, Nebraska",SY,,,,,
05000US31015,"Boyd County, Nebraska",SY,,,,,
05000US31017,"Brown County, Nebraska",SY,,,,,
05000US31019,"Buffalo County, Nebraska",SF,,,,,
05000US31021,"Burt County, Nebraska",SF,,,,,
05000US31023,"Butler County, Nebraska",SF,,,,,
05000US31025,"Cass County, Nebraska",SF,,,,,
05000US31027,"Cedar County, Nebraska",SF,,,,,
05000US31029,"Chase County, Nebraska",SY,,,,,
05000US31031,"Cherry County, Nebraska",SY,,,,,
05000US31033,"Cheyenne County, Nebraska",SY,,,,,
05000US31035,"Clay County, Nebraska",SF,,,,,
05000US31037,"Colfax County, Nebraska",SF,,,,,
05000US31039,"Cuming County, Nebraska",SF,,,,,
05000US31041,"Custer County, Nebraska",SF,,,,,
05000US31043,"Dakota County, Nebraska",SF,,,,,
05000US31045,"Dawes County, Nebraska",SY,,,,,
05000US31047,"Dawson County, Nebraska",SF,,,,,
05000US31049,"Deuel County, Nebraska",SY,,,,,
05000US31051,"Dixon County, Nebraska",SF,,,,,
05000US31053,"Dodge County, Nebraska",SF,,,,,
05000US31055,"Douglas County, Nebraska",SF,,,,,
05000US31057,"Dundy County, Nebraska",SF,,,,,
05000US31059,"Fillmore County, Nebraska",SF,,,,,
05000US31061,"Franklin County, Nebraska",SF,,,,,
05000US31063,"Frontier County, Nebraska",SF,,,,,
05000US31065,"Furnas County, Nebraska",SF,,,,,
05000US31067,"Gage County, Nebraska",SF,,,,,
05000US31069,"Garden County, Nebraska",SY,,,,,
05000US31071,"Garfield County, Nebraska",SY,,,,,
05000US31073,"Gosper County, Nebraska",SF,,,,,
05000US31075,"Grant County, Nebraska",SY,,,,,
05000US31077,"Greeley County, Nebraska",SF,,,,,
05000US31079,"Hall County, Nebraska",SF,,,,,
05000US31081,"Hamilton County, Nebraska",SF,,,,,
05000US31083,"Harlan County, Nebraska",SF,,,,,
05000US31085,"Hayes County, Nebraska",SF,,,,,
05000US31087,"Hitchcock County, Nebraska",SF,,,,,
05000US31089,"Holt County, Nebraska",SY,,,,,
05000US31091,"Hooker County, Nebraska",SY,,,,,
05000US31093,"Howard County, Nebraska",SF,,,,,
05000US31095,"Jefferson County, Nebraska",SF,,,,,
05000US31097,"Johnson County, Nebraska",SF,,,,,
05000US31099,"Kearney County, Nebraska",SF,,,,,
05000US31101,"Keith County, Nebraska",SY,,,,,
05000US31103,"Keya Paha County, Nebraska",SY,,,,,
05000US31105,"Kimball County, Nebraska",SY,,,,,
05000US31107,"Knox County, Nebraska",SF,,,,,
05000US31109,"Lancaster County, Nebraska",SF,,,,,
05000US31111,"Lincoln County, Nebraska",SF,,,,,
05000US31113,"Logan County, Nebraska",SY,,,,,
05000US31115,"Loup County, Nebraska",SY,,,,,
05000US31117,"McPherson County, Nebraska",SY,,,,,
05000US31119,"Madison County, Nebraska",SF,,,,,
05000US31121,"Merrick County, Nebraska",SF,,,,,
05000US31123,"Morrill County, Nebraska",SY,,,,,
05000US31125,"Nance County, Nebraska",SF,,,,,
05000US31127,"Nemaha County, Nebraska",SF,,,,,
05000US31129,"Nuckolls County, Nebraska",SF,,,,,
05000US31131,"Otoe County, Nebraska",SF,,,,,
05000US31133,"Pawnee County, Nebraska",SF,,,,,
05000US31135,"Perkins County, Nebraska",SY,,,,,
05000US31137,"Phelps County, Nebraska",SF,,,,,
05000US31139,"Pierce County, Nebraska",SF,,,,,
05000US31141,"Platte County, Nebraska",SF,,,,,
05000US31143,"Polk County, Nebraska",SF,,,,,
05000US31145,"Red Willow County, Nebraska",SF,,,,,
05000US31147,"Richardson County, Nebraska",SF,,,,,
05000US31149,"Rock County, Nebraska",SY,,,,,
05000US31151,"Saline County, Nebraska",SF,,,,,
05000US31153,"Sarpy County, Nebraska",SF,,,,,
05000US31155,"Saunders County, Nebraska",SF,,,,,
05000US31157,"Scotts Bluff County, Nebraska",SY,,,,,
05000US31159,"Seward County, Nebraska",SF,,,,,
05000US31161,"Sheridan County, Nebraska",SY,,,,,
05000US31163,"Sherman County, Nebraska",SF,,,,,
05000US31165,"Sioux County, Nebraska",SY,,,,,
05000US31167,"Stanton County, Nebraska",SF,,,,,
05000US31169,"Thayer County, Nebraska",SF,,,,,
