GEOID,state_new
05000US29107,LI
05000US29109,OZ
05000US29111,LI
05000US29113,LI
05000US29115,LI
05000US29117,LI
05000US29119,OZ
05000US29121,LI
05000US29123,OZ
05000US29125,OZ
05000US29127,LI
05000US29129,LI
05000US29131,OZ
05000US29133,BR
05000US29135,LI
05000US29137,LI
05000US29139,LI
05000US29141,LI
05000US29143,BR
05000US29145,OZ
05000US29147,LI
05000US29149,OZ
05000US29151,OZ
05000US29153,OZ
05000US29155,BR
05000US29157,OZ
05000US29159,LI
05000US29161,OZ
05000US29163,LI
05000US29165,SF
05000US29167,OZ
05000US29169,OZ
05000US29171,LI
05000US29173,LI
05000US29175,LI
05000US29177,LI
05000US29179,OZ
05000US29181,OZ
05000US29183,OZ
05000US29185,OZ
05000US29186,OZ
05000US29187,OZ
05000US29189,OZ
05000US29195,LI
05000US29197,LI
05000US29199,LI
05000US29201,BR
05000US29203,OZ
05000US29205,LI
05000US29207,BR
05000US29209,OZ
05000US29211,LI
05000US29213,OZ
05000US29215,OZ
05000US29217,SF
05000US29219,OZ
05000US29221,OZ
05000US29223,OZ
05000US29225,OZ
05000US29227,LI
05000US29229,OZ
05000US29510,OZ
05000US30001,SY
05000US30003,SY
05000US30005,SY
05000US30007,SY
05000US30009,SY
05000US30011,SY
05000US30013,SY
05000US30015,SY
05000US30017,SY
05000US30019,SY
05000US30021,SY
05000US30023,SY
05000US30025,SY
05000US30027,SY
05000US30029,SY
05000US30031,SY
05000US30033,SY
05000US30035,SY
05000US30037,SY
05000US30039,SY
05000US30041,SY
05000US30043,SY
05000US30045,SY
05000US30047,SY
05000US30049,SY
05000US30051,SY
05000US30053,SY
05000US30055,SY
05000US30057,SY
05000US30059,SY
05000US30061,SY
05000US30063,SY
05000US30065,SY
05000US30067,SY
05000US30069,SY
05000US30071,SY
05000US30073,SY
05000US30075,SY
05000US30077,SY
05000US30079,SY
05000US30081,SY
05000US30083,SY
05000US30085,SY
05000US30087,SY
05000US30089,SY
05000US30091,SY
05000US30093,SY
05000US30095,SY
05000US30097,SY
05000US30099,SY
05000US30101,SY
05000US30103,SY
05000US30105,SY
05000US30107,SY
05000US30109,SY
05000US30111,SY
05000US31001,SF
05000US31003,SF
05000US31005,SY
05000US31007,SY
05000US31009,SF
05000US31011,SF
05000US31013,SY
05000US31015,SY
05000US31017,SY
05000US31019,SF
05000US31021,SF
05000US31023,SF
05000US31025,SF
05000US31027,SF
05000US31029,SF
05000US31031,SY
05000US31033,SY
05000US31035,SF
05000US31037,SF
05000US31039,SF
05000US31041,SF
05000US31043,SF
05000US31045,SY
05000US31047,SF
05000US31049,SY
05000US31051,SF
05000US31053,SF
05000US31055,SF
05000US31057,SF
05000US31059,SF
05000US31061,SF
05000US31063,SF
05000US31065,SF
05000US31067,SF
05000US31069,SY
05000US31071,SF
05000US31073,SF
05000US31075,SY
05000US31077,SF
05000US31079,SF
05000US31081,SF
05000US31083,SF
05000US31085,SF
05000US31087,SF
05000US31089,SY
05000US31091,SY
05000US31093,SF
05000US31095,SF
05000US31097,SF
05000US31099,SF
05000US31101,SY
05000US31103,SY
05000US31105,SY
05000US31107,SF
05000US31109,SF
05000US31111,SY
05000US31113,SY
05000US31115,SF
05000US31117,SY
05000US31119,SF
05000US31121,SF
05000US31123,SY
05000US31125,SF
05000US31127,SF
05000US31129,SF
05000US31131,SF
05000US31133,SF
05000US31135,SY
05000US31137,SF
05000US31139,SF
05000US31141,SF
05000US31143,SF
05000US31145,SF
05000US31147,SF
05000US31149,SY
05000US31151,SF
05000US31153,SF
05000US31155,SF
05000US31157,SY
05000US31159,SF
05000US31161,SY
05000US31163,SF
05000US31165,SY
05000US31167,SF
05000US31169,SF
05000US31171,SY
05000US31173,SF
05000US31175,SF
05000US31177,SF
05000US31179,SF
05000US31181,SF
05000US31183,SF
05000US31185,SF
05000US32001,DS
05000US32003,HG
05000US32005,DS
05000US32007,DS
05000US32009,DS
05000US32011,DS
05000US32013,DS
05000US32015,DS
05000US32017,DS
05000US32019,DS
05000US32021,DS
05000US32023,DS
05000US32027,DS
05000US32029,DS
05000US32031,DS
05000US32033,DS
05000US32510,DS
05000US33001,BO
05000US33003,NN
05000US33005,NN
05000US33007,NN
05000US33009,NN
05000US33011,BO
05000US33013,BO
05000US33015,BO
05000US33017,BO
05000US33019,NN
05000US34001,PD
05000US34003,MH
05000US34005,XXXXX
05000US34007,PD
05000US34009,PD
05000US34011,PD
05000US34013,MH
05000US34015,PD
05000US34017,MH
05000US34019,DV
05000US34021,DV
05000US34023,DV
05000US34025,DV
05000US34027,DV
05000US34029,DV
05000US34031,MH
05000US34033,PD
05000US34035,DV
05000US34037,DV
05000US34039,MC
05000US34041,DV
05000US35001,CD
05000US35003,DS
05000US35005,LS
05000US35006,DS
05000US35007,CD
05000US35009,RR
05000US35011,CD
05000US35013,DS
05000US35015,LS
05000US35017,DS
05000US35019,CD
05000US35021,CD
05000US35023,DS
05000US35025,LS
05000US35027,CD
05000US35028,CD
05000US35029,DS
05000US35031,DS
05000US35033,CD
05000US35035,CD
05000US35037,RR
05000US35039,DS
05000US35041,RR
05000US35043,DS
05000US35045,DS
05000US35047,CD
05000US35049,CD
05000US35051,CD
05000US35053,CD
05000US35055,CD
05000US35057,CD
05000US35059,RR
05000US35061,CD
05000US36001,HV
05000US36003,NI
05000US36005,MH
05000US36007,NI
05000US36009,NI
05000US36011,NI
05000US36013,ER
05000US36015,NI
05000US36017,DV
05000US36019,NI
05000US36021,HV
05000US36023,NI
05000US36025,DV
05000US36027,HV
05000US36029,NI
05000US36031,NI
05000US36033,NI
05000US36035,DV
05000US36037,NI
05000US36039,HV
05000US36041,NI
05000US36043,NI
05000US36045,NI
05000US36047,MC
05000US36049,NI
05000US36051,NI
05000US36053,NI
05000US36055,NI
05000US36057,DV
05000US36059,HV
05000US36061,MH
05000US36063,NI
05000US36065,NI
05000US36067,NI
05000US36069,NI
05000US36071,HV
05000US36073,NI
05000US36075,NI
05000US36077,NI
05000US36079,HV
05000US36081,MC
05000US36083,HV
05000US36085,MC
05000US36087,HV
05000US36089,NI
05000US36091,DV
05000US36093,DV
05000US36095,DV
05000US36097,NI
05000US36099,NI
05000US36101,NI
05000US36103,HV
05000US36105,DV
05000US36107,NI
05000US36109,NI
05000US36111,DV
05000US36113,NI
05000US36115,HV
05000US36117,NI
05000US36119,XXXXX
05000US36121,NI
05000US36123,NI
05000US37001,CV
05000US37003,AP
05000US37005,AP
05000US37007,CR
05000US37009,AP
05000US37011,AP
05000US37013,CV
05000US37015,CV
05000US37017,CR
05000US37019,CR
05000US37021,AP
05000US37023,AP
05000US37025,CR
05000US37027,AP
05000US37029,CV
05000US37031,CV
05000US37033,CV
05000US37035,CR
05000US37037,CR
05000US37039,AP
05000US37041,CV
05000US37043,AP
05000US37045,AP
05000US37047,CR
05000US37049,CR
05000US37051,CR
05000US37053,CV
05000US37055,CV
05000US37057,CR
05000US37059,CR
05000US37061,CR
05000US37063,CV
05000US37065,CV
05000US37067,CV
05000US37069,CV
05000US37071,CR
05000US37073,CV
05000US37075,AP
05000US37077,CV
05000US37079,CV
05000US37081,CV
05000US37083,CV
05000US37085,CR
05000US37087,AP
05000US37089,AP
05000US37091,CV
05000US37093,CR
05000US37095,CV
05000US37097,CR
05000US37099,AP
05000US37101,CR
05000US37103,CR
05000US37105,CR
05000US37107,CV
05000US37109,CR
05000US37111,AP
05000US37113,AP
05000US37115,AP
05000US37117,CV
05000US37119,CR
05000US37121,AP
05000US37123,CR
05000US37125,CR
05000US37127,CV
05000US37129,CR
05000US37131,CV
05000US37133,CR
05000US37135,CV
05000US37137,CV
05000US37139,CV
05000US37141,CR
05000US37143,CV
05000US37145,CV
05000US37147,CV
05000US37149,AP
05000US37151,CR
05000US37153,CR
05000US37155,CR
05000US37157,CV
05000US37159,CR
05000US37161,AP
05000US37163,CR
05000US37165,CR
05000US37167,CR
05000US37169,AP
05000US37171,AP
05000US37173,AP
05000US37175,AP
05000US37177,CV
05000US37179,CR
05000US37181,CV
05000US37183,CR
05000US37185,CV
05000US37187,CV
05000US37189,AP
05000US37191,CV
05000US37193,AP
05000US37195,CV
05000US37197,AP
05000US37199,AP
05000US38001,SY
05000US38003,UM
05000US38005,UM
05000US38007,SY
05000US38009,SY
05000US38011,SY
05000US38013,SY
05000US38015,UM
05000US38017,UM
05000US38019,UM
05000US38021,UM
05000US38023,SY
05000US38025,SY
05000US38027,UM
05000US38029,UM
05000US38031,UM
05000US38033,SY
05000US38035,UM
05000US38037,SY
05000US38039,UM
05000US38041,SY
05000US38043,UM
05000US38045,UM
05000US38047,UM
05000US38049,SY
05000US38051,UM
05000US38053,SY
05000US38055,SY
05000US38057,SY
05000US38059,SY
05000US38061,SY
05000US38063,UM
05000US38065,SY
05000US38067,UM
05000US38069,UM
05000US38071,UM
05000US38073,UM
05000US38075,SY
05000US38077,UM
05000US38079,UM
05000US38081,UM
05000US38083,UM
05000US38085,SY
05000US38087,SY
05000US38089,SY
05000US38091,UM
05000US38093,UM
05000US38095,UM
05000US38097,UM
05000US38099,UM
05000US38101,SY
05000US38103,UM
05000US38105,SY
05000US39001,OV
05000US39003,BH
05000US39005,SB
05000US39007,ER
05000US39009,SB
05000US39011,BH
05000US39013,SB
05000US39015,OV
05000US39017,OV
05000US39019,SB
05000US39021,BH
05000US39023,BH
05000US39025,OV
05000US39027,OV
05000US39029,SB
05000US39031,SB
05000US39033,ER
05000US39035,ER
05000US39037,BH
05000US39039,BH
05000US39041,BH
05000US39043,ER
05000US39045,SB
05000US39047,BH
05000US39049,BH
05000US39051,BH
05000US39053,SB
05000US39055,BH
05000US39057,BH
05000US39059,SB
05000US39061,OV
05000US39063,ER
05000US39065,BH
05000US39067,SB
05000US39069,BH
05000US39071,OV
05000US39073,SB
05000US39075,SB
05000US39077,ER
05000US39079,SB
05000US39081,SB
05000US39083,SB
05000US39085,ER
05000US39087,OV
05000US39089,SB
05000US39091,BH
05000US39093,ER
05000US39095,ER
05000US39097,BH
05000US39099,SB
05000US39101,BH
05000US39103,ER
05000US39105,SB
05000US39107,BH
05000US39109,BH
05000US39111,SB
05000US39113,BH
05000US39115,SB
05000US39117,BH
05000US39119,SB
05000US39121,SB
05000US39123,ER
05000US39125,BH
05000US39127,SB
05000US39129,BH
05000US39131,OV
05000US39133,SB
05000US39135,BH
05000US39137,BH
05000US39139,SB
05000US39141,OV
05000US39143,ER
05000US39145,OV
05000US39147,ER
05000US39149,BH
05000US39151,SB
05000US39153,SB
05000US39155,SB
05000US39157,SB
05000US39159,BH
05000US39161,BH
05000US39163,SB
05000US39165,OV
05000US39167,SB
05000US39169,SB
05000US39171,BH
05000US39173,ER
05000US39175,ER
05000US40001,RR
05000US40003,RR
05000US40005,RR
05000US40007,RR
05000US40009,RR
05000US40011,RR
05000US40013,RR
05000US40015,RR
05000US40017,RR
05000US40019,RR
05000US40021,RR
05000US40023,RR
05000US40025,RR
05000US40027,RR
05000US40029,RR
05000US40031,RR
05000US40033,RR
05000US40035,RR
05000US40037,RR
05000US40039,RR
05000US40041,RR
05000US40043,RR
05000US40045,RR
05000US40047,RR
05000US40049,RR
05000US40051,RR
05000US40053,RR
05000US40055,RR
05000US40057,RR
05000US40059,RR
05000US40061,RR
05000US40063,RR
05000US40065,RR
05000US40067,RR
05000US40069,RR
05000US40071,RR
05000US40073,RR
05000US40075,RR
05000US40077,RR
05000US40079,RR
05000US40081,RR
05000US40083,RR
05000US40085,RR
05000US40087,RR
05000US40089,RR
05000US40091,RR
05000US40093,RR
05000US40095,RR
05000US40097,RR
05000US40099,RR
05000US40101,RR
05000US40103,RR
05000US40105,RR
05000US40107,RR
05000US40109,RR
05000US40111,RR
05000US40113,RR
05000US40115,RR
05000US40117,RR
05000US40119,RR
05000US40121,RR
05000US40123,RR
05000US40125,RR
05000US40127,RR
05000US40129,RR
05000US40131,RR
05000US40133,RR
05000US40135,RR
05000US40137,RR
05000US40139,RR
05000US40141,RR
05000US40143,RR
05000US40145,RR
05000US40147,RR
05000US40149,RR
05000US40151,RR
05000US40153,RR
05000US41001,SY
05000US41003,SI
05000US41005,SI
05000US41007,SI
05000US41009,SI
05000US41011,SI
05000US41013,SY
05000US41015,SI
05000US41017,SY
05000US41019,SI
05000US41021,SY
05000US41023,SY
05000US41025,DS
05000US41027,SI
05000US41029,SI
05000US41031,SY
05000US41033,SI
05000US41035,DS
05000US41037,DS
05000US41039,SI
05000US41041,SI
05000US41043,SI
05000US41045,DS
05000US41047,SI
05000US41049,SY
05000US41051,SI
05000US41053,SI
05000US41055,SY
05000US41057,SI
05000US41059,SY
05000US41061,SY
05000US41063,SY
05000US41065,SY
05000US41067,SI
05000US41069,SY
05000US41071,SI
05000US42001,MX
05000US42003,SB
05000US42005,SB
05000US42007,SB
05000US42009,MX
05000US42011,PD
05000US42013,NI
05000US42015,NI
05000US42017,PD
05000US42019,SB
05000US42021,NI
05000US42023,NI
05000US42025,DV
05000US42027,NI
05000US42029,PD
05000US42031,SB
05000US42033,NI
05000US42035,NI
05000US42037,NI
05000US42039,ER
05000US42041,MX
05000US42043,NI
05000US42045,PD
05000US42047,NI
05000US42049,ER
05000US42051,SB
05000US42053,SB
05000US42055,MX
05000US42057,MX
05000US42059,SB
05000US42061,NI
05000US42063,SB
05000US42065,SB
05000US42067,NI
05000US42069,DV
05000US42071,MX
05000US42073,SB
05000US42075,MX
05000US42077,DV
05000US42079,DV
05000US42081,NI
05000US42083,NI
05000US42085,SB
05000US42087,NI
05000US42089,DV
05000US42091,PD
05000US42093,NI
05000US42095,DV
05000US42097,NI
05000US42099,NI
05000US42101,PD
05000US42103,DV
05000US42105,NI
05000US42107,NI
05000US42109,NI
05000US42111,MX
05000US42113,NI
05000US42115,NI
05000US42117,NI
05000US42119,NI
05000US42121,SB
05000US42123,NI
05000US42125,SB
05000US42127,DV
05000US42129,SB
05000US42131,NI
05000US42133,MX
05000US44001,BO
05000US44003,NN
05000US44005,NN
05000US44007,NN
05000US44009,NN
05000US45001,MG
05000US45003,MG
05000US45005,MG
05000US45007,MG
05000US45009,MG
05000US45011,MG
05000US45013,MG
05000US45015,MG
05000US45017,MG
05000US45019,MG
05000US45021,MG
05000US45023,MG
05000US45025,CR
05000US45027,MG
05000US45029,MG
05000US45031,CR
05000US45033,CR
05000US45035,MG
05000US45037,MG
05000US45039,MG
05000US45041,MG
05000US45043,MG
05000US45045,MG
05000US45047,MG
05000US45049,MG
05000US45051,CR
05000US45053,MG
05000US45055,MG
05000US45057,CR
05000US45059,MG
05000US45061,CR
05000US45063,MG
05000US45065,MG
05000US45067,CR
05000US45069,CR
05000US45071,MG
05000US45073,MG
05000US45075,MG
05000US45077,MG
05000US45079,MG
05000US45081,MG
05000US45083,MG
05000US45085,MG
05000US45087,MG
05000US45089,MG
05000US45091,MG
05000US46003,HL
05000US46005,HL
05000US46007,SY
05000US46009,SF
05000US46011,HL
05000US46013,HL
05000US46015,HL
05000US46017,HL
05000US46019,SY
05000US46021,HL
05000US46023,SF
05000US46025,HL
05000US46027,SF
05000US46029,HL
05000US46031,SY
05000US46033,SY
05000US46035,HL
05000US46037,HL
05000US46039,HL
05000US46041,SY
05000US46043,SF
05000US46045,HL
05000US46047,SY
05000US46049,HL
05000US46051,HL
05000US46053,SY
05000US46055,SY
05000US46057,HL
05000US46059,HL
05000US46061,HL
05000US46063,SY
05000US46065,HL
05000US46067,SF
05000US46069,HL
05000US46071,SY
05000US46073,HL
05000US46075,SY
05000US46077,HL
05000US46079,HL
05000US46081,SY
05000US46083,SF
05000US46085,SY
05000US46087,HL
05000US46089,HL
05000US46091,HL
05000US46093,SY
05000US46095,SY
05000US46097,HL
05000US46099,HL
05000US46101,HL
05000US46102,SY
05000US46103,SY
05000US46105,SY
05000US46107,HL
05000US46109,HL
05000US46111,HL
05000US46115,HL
05000US46117,SY
05000US46119,HL
05000US46121,SY
05000US46123,SY
05000US46125,SF
05000US46127,HL
05000US46129,HL
05000US46135,SF
05000US46137,SY
05000US47001,AP
05000US47003,BN
05000US47005,BN
05000US47007,AP
05000US47009,AP
05000US47011,AP
05000US47013,AP
05000US47015,BN
05000US47017,BN
05000US47019,AP
05000US47021,BN
05000US47023,BN
05000US47025,AP
05000US47027,BN
05000US47029,AP
05000US47031,BN
05000US47033,BR
05000US47035,AP
05000US47037,BN
05000US47039,BN
05000US47041,BN
05000US47043,BN
05000US47045,BR
05000US47047,BN
05000US47049,AP
05000US47051,BR
05000US47053,BR
05000US47055,BN
05000US47057,AP
05000US47059,AP
05000US47061,AP
05000US47063,AP
05000US47065,AP
05000US47067,AP
05000US47069,BN
05000US47071,BN
05000US47073,AP
05000US47075,BR
05000US47077,BN
05000US47079,BN
05000US47081,BN
05000US47083,BN
05000US47085,BN
05000US47087,BN
05000US47089,AP
05000US47091,AP
05000US47093,AP
05000US47095,BR
05000US47097,BR
05000US47099,BN
05000US47101,BN
05000US47103,BN
05000US47105,AP
05000US47107,AP
05000US47109,BN
05000US47111,BN
05000US47113,BN
05000US47115,AP
05000US47117,BN
05000US47119,BN
05000US47121,AP
05000US47123,AP
05000US47125,BN
05000US47127,BN
05000US47129,AP
05000US47131,BR
05000US47133,BN
05000US47135,BN
05000US47137,BN
05000US47139,AP
05000US47141,BN
05000US47143,AP
05000US47145,AP
05000US47147,BN
05000US47149,BN
05000US47151,AP
05000US47153,AP
05000US47155,AP
05000US47157,BR
05000US47159,BN
05000US47161,BN
05000US47163,AP
05000US47165,BN
05000US47167,BR
05000US47169,BN
05000US47171,AP
05000US47173,AP
05000US47175,AP
05000US47177,AP
05000US47179,AP
05000US47181,BN
05000US47183,BN
05000US47185,AP
05000US47187,BN
05000US47189,BN
05000US48001,LS
05000US48003,RR
05000US48005,LS
05000US48007,TS
05000US48009,RR
05000US48011,RR
05000US48013,TS
05000US48015,TS
05000US48017,RR
05000US48019,TS
05000US48021,TS
05000US48023,RR
05000US48025,TS
05000US48027,LS
05000US48029,TS
05000US48031,TS
05000US48033,LS
05000US48035,LS
05000US48037,RR
05000US48039,SH
05000US48041,TS
05000US48043,TS
05000US48045,RR
05000US48047,TS
05000US48049,LS
05000US48051,TS
05000US48053,LS
05000US48055,TS
05000US48057,SH
05000US48059,LS
05000US48061,TS
05000US48063,RR
05000US48065,RR
05000US48067,RR
05000US48069,RR
05000US48071,SH
05000US48073,LS
05000US48075,RR
05000US48077,RR
05000US48079,LS
05000US48081,LS
05000US48083,LS
05000US48085,DW
05000US48087,RR
05000US48089,TS
05000US48091,TS
05000US48093,LS
05000US48095,LS
05000US48097,RR
05000US48099,LS
05000US48101,RR
05000US48103,TS
05000US48105,TS
05000US48107,RR
05000US48109,TS
05000US48111,RR
05000US48113,DW
05000US48115,RR
05000US48117,RR
05000US48119,RR
05000US48121,DW
05000US48123,TS
05000US48125,RR
05000US48127,TS
05000US48129,RR
05000US48131,TS
05000US48133,LS
05000US48135,TS
05000US48137,TS
05000US48139,LS
05000US48141,CD
05000US48143,LS
05000US48145,LS
05000US48147,RR
05000US48149,TS
05000US48151,LS
05000US48153,RR
05000US48155,RR
05000US48157,SH
05000US48159,RR
05000US48161,LS
05000US48163,TS
05000US48165,LS
05000US48167,SH
05000US48169,LS
05000US48171,TS
05000US48173,LS
05000US48175,TS
05000US48177,TS
05000US48179,RR
05000US48181,RR
05000US48183,LS
05000US48185,RR
05000US48187,TS
05000US48189,RR
05000US48191,RR
05000US48193,LS
05000US48195,RR
05000US48197,RR
05000US48199,LS
05000US48201,SH
05000US48203,RR
05000US48205,RR
05000US48207,LS
05000US48209,TS
05000US48211,RR
05000US48213,LS
05000US48215,TS
05000US48217,LS
05000US48219,LS
05000US48221,LS
05000US48223,LS
05000US48225,LS
05000US48227,LS
05000US48229,CD
05000US48231,LS
05000US48233,RR
05000US48235,TS
05000US48237,LS
05000US48239,SH
05000US48241,LS
05000US48243,TS
05000US48245,SH
05000US48247,TS
05000US48249,TS
05000US48251,LS
05000US48253,LS
05000US48255,TS
05000US48257,LS
05000US48259,TS
05000US48261,TS
05000US48263,LS
05000US48265,TS
05000US48267,TS
05000US48269,RR
05000US48271,TS
05000US48273,TS
05000US48275,RR
05000US48277,RR
05000US48279,RR
05000US48281,LS
05000US48283,TS
05000US48285,TS
05000US48287,TS
05000US48289,LS
05000US48291,SH
05000US48293,LS
05000US48295,RR
05000US48297,TS
05000US48299,LS
05000US48301,TS
05000US48303,LS
05000US48305,LS
05000US48307,LS
05000US48309,LS
05000US48311,TS
05000US48313,LS
05000US48315,RR
05000US48317,LS
05000US48319,LS
05000US48321,SH
05000US48323,TS
05000US48325,TS
05000US48327,TS
05000US48329,TS
05000US48331,LS
05000US48333,LS
05000US48335,LS
05000US48337,RR
05000US48339,LS
05000US48341,RR
05000US48343,RR
05000US48345,RR
05000US48347,LS
05000US48349,LS
05000US48351,LS
05000US48353,LS
05000US48355,TS
05000US48357,RR
05000US48359,RR
05000US48361,LS
05000US48363,LS
05000US48365,LS
05000US48367,DW
05000US48369,RR
05000US48371,TS
05000US48373,LS
05000US48375,RR
05000US48377,TS
05000US48379,LS
05000US48381,RR
05000US48383,TS
05000US48385,TS
05000US48387,RR
05000US48389,TS
05000US48391,TS
05000US48393,RR
05000US48395,LS
05000US48397,LS
05000US48399,LS
05000US48401,LS
05000US48403,LS
05000US48405,LS
05000US48407,LS
05000US48409,TS
05000US48411,LS
05000US48413,TS
05000US48415,LS
05000US48417,LS
05000US48419,LS
05000US48421,RR
05000US48423,LS
05000US48425,LS
05000US48427,TS
05000US48429,LS
05000US48431,LS
05000US48433,LS
05000US48435,TS
05000US48437,RR
05000US48439,DW
05000US48441,LS
05000US48443,TS
05000US48445,LS
05000US48447,LS
05000US48449,RR
05000US48451,TS
05000US48453,LS
05000US48455,LS
05000US48457,LS
05000US48459,RR
05000US48461,TS
05000US48463,TS
05000US48465,TS
05000US48467,LS
05000US48469,TS
05000US48471,LS
05000US48473,TS
05000US48475,TS
05000US48477,TS
05000US48479,TS
05000US48481,TS
05000US48483,RR
05000US48485,RR
05000US48487,RR
05000US48489,TS
05000US48491,LS
05000US48493,TS
05000US48495,TS
05000US48497,LS
05000US48499,LS
05000US48501,RR
05000US48503,LS
05000US48505,TS
05000US48507,TS
05000US49001,DS
05000US49003,DS
05000US49005,DS
05000US49007,DS
05000US49009,DS
05000US49011,DS
05000US49013,DS
05000US49015,DS
05000US49017,DS
05000US49019,DS
05000US49021,DS
05000US49023,DS
05000US49025,DS
05000US49027,DS
05000US49029,DS
05000US49031,DS
05000US49033,DS
05000US49035,DS
05000US49037,DS
05000US49039,DS
05000US49041,DS
05000US49043,DS
05000US49045,DS
05000US49047,DS
05000US49049,DS
05000US49051,DS
05000US49053,DS
05000US49055,DS
05000US49057,DS
05000US50001,NN
05000US50003,NN
05000US50005,NN
05000US50007,NN
05000US50009,NN
05000US50011,NN
05000US50013,NI
05000US50015,NN
05000US50017,NN
05000US50019,NN
05000US50021,NN
05000US50023,NN
05000US50025,NN
05000US50027,NN
05000US51001,MX
05000US51003,MX
05000US51005,AP
05000US51007,CV
05000US51009,MX
05000US51011,CV
05000US51013,FE
05000US51015,MX
05000US51017,AP
05000US51019,AP
05000US51021,AP
05000US51023,AP
05000US51025,CV
05000US51027,AP
05000US51029,CV
05000US51031,CV
05000US51033,MX
05000US51035,AP
05000US51036,CV
05000US51037,CV
05000US51041,CV
05000US51043,MX
05000US51045,AP
05000US51047,MX
05000US51049,CV
05000US51051,AP
05000US51053,CV
05000US51057,MX
05000US51059,FE
05000US51061,MX
05000US51063,AP
05000US51065,CV
05000US51067,AP
05000US51069,MX
05000US51071,AP
05000US51073,CV
05000US51075,CV
05000US51077,CV
05000US51079,MX
05000US51081,CV
05000US51083,CV
05000US51085,CV
05000US51087,CV
05000US51089,CV
05000US51091,AP
05000US51093,CV
05000US51095,CV
05000US51097,MX
05000US51099,MX
05000US51101,CV
05000US51103,MX
05000US51105,AP
05000US51107,FE
05000US51109,CV
05000US51111,CV
05000US51113,MX
05000US51115,MX
05000US51117,CV
05000US51119,MX
05000US51121,AP
05000US51125,MX
05000US51127,CV
05000US51131,MX
05000US51133,MX
05000US51135,CV
05000US51137,MX
05000US51139,MX
05000US51141,CV
05000US51143,CV
05000US51145,CV
05000US51147,CV
05000US51149,CV
05000US51153,MX
05000US51155,AP
05000US51157,MX
05000US51159,MX
05000US51161,AP
05000US51163,AP
05000US51165,MX
05000US51167,AP
05000US51169,AP
05000US51171,MX
05000US51173,AP
05000US51175,CV
05000US51177,MX
05000US51179,MX
05000US51181,CV
05000US51183,CV
05000US51185,AP
05000US51187,MX
05000US51191,AP
05000US51193,MX
05000US51195,AP
05000US51197,AP
05000US51199,CV
05000US51510,FE
05000US51520,AP
05000US51530,AP
05000US51540,MX
05000US51550,CV
05000US51570,CV
05000US51580,AP
05000US51590,CV
05000US51595,CV
05000US51600,FE
05000US51610,FE
05000US51620,CV
05000US51630,MX
05000US51640,AP
05000US51650,CV
05000US51660,CV
05000US51670,CV
05000US51678,CV
05000US51680,AP
05000US51683,MX
05000US51685,MX
05000US51690,CV
05000US51700,CV
05000US51710,CV
05000US51720,CV
05000US51730,CV
05000US51735,CV
05000US51740,CV
05000US51750,AP
05000US51760,CV
05000US51770,AP
05000US51775,AP
05000US51790,MX
05000US51800,CV
05000US51810,CV
05000US51820,CV
05000US51830,CV
05000US51840,MX
05000US53001,SY
05000US53003,SY
05000US53005,SY
05000US53007,SY
05000US53009,PF
05000US53011,SI
05000US53013,SY
05000US53015,SI
05000US53017,SY
05000US53019,SY
05000US53021,SY
05000US53023,SY
05000US53025,SY
05000US53027,PF
05000US53029,PF
05000US53031,PF
05000US53033,PF
05000US53035,PF
05000US53037,SY
05000US53039,SY
05000US53041,PF
05000US53043,SY
05000US53045,PF
05000US53047,SY
05000US53049,SI
05000US53051,SY
05000US53053,PF
05000US53055,PF
05000US53057,SY
05000US53059,SI
05000US53061,PF
05000US53063,SY
05000US53065,SY
05000US53067,PF
05000US53069,SI
05000US53071,PF
05000US53073,PF
05000US53075,SY
05000US53077,SY
05000US54001,AP
05000US54003,FE
05000US54005,AP
05000US54007,AP
05000US54009,SB
05000US54011,OV
05000US54013,AP
05000US54015,AP
05000US54017,SB
05000US54019,AP
05000US54021,AP
05000US54023,MX
05000US54025,AP
05000US54027,MX
05000US54029,SB
05000US54031,MX
05000US54033,SB
05000US54035,SB
05000US54037,MX
05000US54039,AP
05000US54041,AP
05000US54043,AP
05000US54045,AP
05000US54047,AP
05000US54049,SB
05000US54051,SB
05000US54053,SB
05000US54055,AP
05000US54057,MX
05000US54059,AP
05000US54061,SB
05000US54063,AP
05000US54065,MX
05000US54067,AP
05000US54069,SB
05000US54071,AP
05000US54073,SB
05000US54075,AP
05000US54077,MX
05000US54079,AP
05000US54081,AP
05000US54083,AP
05000US54085,SB
05000US54087,AP
05000US54089,AP
05000US54091,AP
05000US54093,MX
05000US54095,SB
05000US54097,AP
05000US54099,OV
05000US54101,AP
05000US54103,SB
05000US54105,SB
05000US54107,SB
05000US54109,AP
05000US55001,HL
05000US55003,UM
05000US55005,UM
05000US55007,UM
05000US55009,UM
05000US55011,HL
05000US55013,UM
05000US55015,HL
05000US55017,UM
05000US55019,HL
05000US55021,HL
05000US55023,HL
05000US55025,HL
05000US55027,HL
05000US55029,UM
05000US55031,UM
05000US55033,UM
05000US55035,HL
05000US55037,UM
05000US55039,HL
05000US55041,UM
05000US55043,HL
05000US55045,HL
05000US55047,HL
05000US55049,HL
05000US55051,UM
05000US55053,HL
05000US55055,HL
05000US55057,HL
05000US55059,SL
05000US55061,UM
05000US55063,HL
05000US55065,HL
05000US55067,UM
05000US55069,UM
05000US55071,HL
05000US55073,UM
05000US55075,UM
05000US55077,HL
