31200US356203436000,"Jersey City city, NJ; New York-Newark-Jersey City, NY-NJ-PA Metro Area"
31200US356203451000,"Newark city, NJ; New York-Newark-Jersey City, NY-NJ-PA Metro Area"
31200US379803410000,"Camden city, NJ; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
31200US459403474000,"Trenton city, NJ; Trenton, NJ Metro Area"
